review,aspect,label
I encountered a very rude staff member who was unhelpful and dismissive.,Satisfactions,8
"The train was very dirty, with trash on the floor and dirty seats.",Cleanliness,2
There were not enough seats available on the train. I had to stand for most of the journey.,Satisfactions,8
"There were no announcements made about train delays or changes, making it difficult to stay informed.",Data availability,1
The toilet in the station was broken and unusable. It was very inconvenient.,Maintenance,6
I felt unsafe at the station due to the lack of security and the presence of suspicious individuals.,Safety,10
"The station was very noisy, making it difficult to relax or have a peaceful wait.",Satisfactions,8
"There were very long queues for everything, from buying tickets to getting onto the train.",Punctuality,3
The floors in the station were dirty and littered with trash. It was very unpleasant.,Cleanliness,2
"The signposting in the station was very poor, making it difficult to find my way around.",User-friendly payment system,9
"It was extremely hot in the station, and there was no air conditioning. It was very uncomfortable.",Satisfactions,8
It was very difficult to get help from staff at the station. They were not easily accessible.,Satisfactions,8
"The ticket machines were broken, making it impossible to buy tickets at the station.",User-friendly payment system,9
"The station had unpleasant odors, making it an uncomfortable environment.",Cleanliness,2
There were not enough seats available in the waiting areas. I had to stand for a long time.,Satisfactions,8
The restrooms at the station were dirty and not well-maintained. It was very unpleasant.,Cleanliness,2
There were no information displays about train schedules or delays. It was very frustrating.,Data availability,1
The train ride was very uncomfortable due to the cramped seating and lack of legroom.,Satisfactions,8
"There was no security present at the station, making me feel unsafe.",Safety,10
"There were no power outlets available at the station, making it impossible to charge my phone.",Data availability,1
The staff at the station were disorganized and unhelpful. It was difficult to get assistance.,Satisfactions,8
"There were some very noisy passengers on the train, making it difficult to relax or have a peaceful journey.",Satisfactions,8
"There were very few food options available at the station, making it difficult to find something to eat.",Satisfactions,8
"The train was very dirty, with trash on the floor and dirty seats.",Cleanliness,2
There was very little information available about train schedules and routes. It was very confusing.,Data availability,1
The staff at the station were not friendly or helpful. They seemed uninterested in assisting passengers.,Satisfactions,8
The platforms at the station were dirty and littered with trash. It was not a pleasant environment.,Cleanliness,2
"There were no restrooms available at the station, making it very inconvenient for passengers.",Maintenance,6
